2010,1,4,2.7270045672225952e11,1.9395372655262445e11,1.9916381971374417e11,5.945159729003906e10,1.728919376927763e11,1.1532023536491394e11,5.935049875259399e9
2010,1,5,2.7278855193328857e11,1.942886835295815e11,1.9828635540737805e11,5.9802361083984375e10,1.7080340976669736e11,1.1526501463508606e11,6.10181995010376e9
2010,1,6,2.711144740333557e11,1.9119852935964172e11,1.9328819005842938e11,5.8719e10,1.6969386499e11,1.148783957862854e11,5.94486009979248e9
2010,1,7,2.683125690422058e11,1.908451680202126e11,1.8878846551365344e11,5.772e10,1.691064671332237e11,1.137738021068573e11,5.899080299377441e9
2010,1,8,2.701452586555481e11,1.9211396791508163e11,1.913053164285813e11,5.928288189697266e10,1.7080340976669736e11,1.1504408957862854e11,6.016799875259399e9
2010,1,11,2.667089740333557e11,1.904188547403863e11,1.9101579292928302e11,5.785675140380859e10,1.6901508395303687e11,1.157068542137146e11,5.974290149688721e9
2010,1,12,2.649467673110962e11,1.8825302065254944e11,1.8763796710016565e11,5.6543399322509766e10,1.7035957990529736e11,1.138179829044342e11,5.509950124740601e9
2010,1,13,2.6741385336112976e11,1.909086092249733e11,1.865604986738854e11,5.732484027099609e10,1.6999408702028687e11,1.1576207494354248e11,5.61459002494812e9
2010,1,14,2.7278855193328857e11,1.8980285915542386e11,1.8743796298025153e11,5.6543399322509766e10,1.7270919125027106e11,1.1863403747177124e11,5.61786009979248e9
2010,1,15,2.7190746537780762e11,1.8673639159471082e11,1.843077686811189e11,5.645015972900391e10,1.7201736400951053e11,1.148783957862854e11,5.568810224533081e9
2010,1,19,2.7402210336112976e11,1.9499710406003497e11,1.8672938415239456e11,5.665884027099609e10,1.7509796112450525e11,1.162591457862854e11,5.61459002494812e9
2010,1,20,2.6948442693328857e11,1.919909082854509e11,1.8443792055802872e11,5.584631945800781e10,1.7002019934575e11,1.1642483957862854e11,5.627669700622559e9
